ItemID;CommonName;Genus;Species;Family
341;amaranth, red;Amaranthus;cruentus;Amaranthaceae
619;amaranth, slim;Amaranthus;hybridus;Amaranthaceae
1080;feather, Prince of Wales;Amaranthus;hypochondriacus;Amaranthaceae
1010;carelessweed;Amaranthus;palmeri;Amaranthaceae
229;pigweed, Powell's;Amaranthus;powellii;Amaranthaceae
231;pigweed, rough;Amaranthus;retroflexus;Amaranthaceae
1589;amaranth, spiny;Amaranthus;spinosus;Amaranthaceae
1119;amaranth, rough-fruit;Amaranthus;tuberculatus;Amaranthaceae
822;ragweed, common;Ambrosia;artemisiifolia;Asteraceae
827;ragweed, Western;Ambrosia;psilostachya;Asteraceae
829;ragweed, skeletonleaf burr;Ambrosia;tomentosa;Asteraceae
836;ragweed, giant;Ambrosia;trifida;Asteraceae
1475;serviceberry, downy;Amelanchier;arborea;Rosaceae
1476;serviceberry, oblong fruit;Amelanchier;bartramiana;Rosaceae
637;serviceberry, low;Amelanchier;humilis;Rosaceae
1480;serviceberry, inland;Amelanchier;interior;Rosaceae
1477;serviceberry, Allegheny;Amelanchier;laevis;Rosaceae
1787;serviceberry, roundleaf;Amelanchier;sanguinea;Rosaceae
1479;serviceberry, running;Amelanchier;spicata;Rosaceae
219;orchid, roundleaf;Amerorchis;rotundifolia;Orchidaceae
342;redstem, grand;Ammannia;robusta;Lythraceae
1009;leadplant;Amorpha;canescens;Fabaceae
689;indigobush, desert;Amorpha;fruticosa;Fabaceae
1504;peppervine, Amur;Ampelopsis;brevipedunculata;Vitaceae
1287;hogpeanut, American;Amphicarpaea;bracteata;Fabaceae
252;fiddleneck, tarweed;Amsinckia;lycopsoides;Boraginaceae
842;everlasting, pearly;Anaphalis;margaritacea;Asteraceae
344;bugloss, small;Anchusa;arvensis;Boraginaceae
15;alkanet;Anchusa;officinalis;Boraginaceae
1278;rosemary, bog;Andromeda;polifolia, var. latifolia;Ericaceae
175;fairy-candelabra, western;Androsace;occidentalis;Primulaceae
1461;liverwort;Anemone;acutiloba;Ranunculaceae
1464;liverwort, American;Anemone;americana;Ranunculaceae
641;anemone, Canada;Anemone;canadensis;Ranunculaceae
1462;thimbleweed, Carolina;Anemone;caroliniana;Ranunculaceae
659;anemone, candle;Anemone;cylindrica;Ranunculaceae
254;anemone, Hudson's;Anemone;multifida;Ranunculaceae
666;pasqueflower, American;Anemone;patens;Ranunculaceae
345;nightcaps;Anemone;quinquefolia;Ranunculaceae
810;thimbleweed, tall;Anemone;virginiana;Ranunculaceae
346;dill;Anethum;graveolens;Apiaceae
1123;angelica, purple stem;Angelica;atropurpurea;Apiaceae
857;pussytoes, field;Antennaria;howellii;Asteraceae
858;pussytoes, field;Antennaria;neglecta;Asteraceae
1153;tobacco, woman's;Antennaria;parlinii;Asteraceae
1780;pussytoes, plantain leaved;Antennaria;plantaginifolia;Asteraceae
859;chamomile, field;Anthemis;arvensis;Asteraceae
860;chamomile, mayweed;Anthemis;cotula;Asteraceae
278;chervil, wild;Anthriscus;sylvestris;Apiaceae
1081;kidneyvetch, common;Anthyllis;vulneraria;Fabaceae
134;camas, mountain death;Anticlea;elegans;Melanthiaceae
1779;snapdragon;Antirrhinum;majus;Plantaginaceae
1011;groundnut;Apios;americana;Fabaceae
1400;Adam-and-Eve;Aplectrum;hyemale;Orchidaceae
9;dogbane, spreading;Apocynum;androsaemifolium;Apocynaceae
10;dogbane, hemp;Apocynum;cannabinum;Apocynaceae
347;dogbane, intermediate;Apocynum;floribundum;Apocynaceae
1465;columbine, red;Aquilegia;canadensis;Ranunculaceae
1012;columbine, European;Aquilegia;vulgaris;Ranunculaceae
620;rockcress, lyrate;Arabidopsis;lyrata;Brassicaceae
348;cress, mousear;Arabidopsis;thaliana;Brassicaceae
349;rockcress, alpine;Arabis;alpina;Brassicaceae
28;rockcress, hairy;Arabis;hirsuta;Brassicaceae
1311;Hercules-club;Aralia;elata;Araliaceae
1142;sarsparilla, bristly;Aralia;hispida;Araliaceae
621;sasaparilla, wild;Aralia;nudicaulis;Araliaceae
1014;spikenard, American;Aralia;racemosa;Araliaceae
1577;mistletoe, eastern dwarf;Arceuthobium;pusillum;Viscaceae
862;burdock, greater;Arctium;lappa;Asteraceae
863;burdock, common;Arctium;minus;Asteraceae
305;burdock, cotton;Arctium;tomentosum;Asteraceae
77;bearberry;Arctostaphylos;uva-ursi;Ericaceae
62;sandwort, thyme-leaf;Arenaria;serpyllifolia;Caryophyllaceae
1401;dragon's-mouth;Arethusa;bulbosa;Orchidaceae
1659;pricklypoppy, blue stem;Argemone;albiflora;Papaveraceae
1138;greendragon;Arisaema;dracontium;Araceae
1139;jack-in-the-pulpit;Arisaema;triphyllum;Araceae
1234;horseradish;Armoracia;rusticana;Brassicaceae
1171;indian-plantain, pale;Arnoglossum;atriplicifolium;Asteraceae
1173;indian-plantain, groovestem;Arnoglossum;plantagineum;Asteraceae
1172;indian-plantain, great;Arnoglossum;reniforme;Asteraceae
1482;chokeberry, black;Aronia;melanocarpa;Rosaceae
864;southernwood;Artemisia;abrotanum;Asteraceae
865;wormwood;Artemisia;absinthium;Asteraceae
866;sagewort, sweet;Artemisia;annua;Asteraceae
867;wormwood, biennial;Artemisia;biennis;Asteraceae
868;sagewort, field;Artemisia;campestris;Asteraceae
869;tarragon;Artemisia;dracunculus;Asteraceae
870;sagewort, fringed;Artemisia;frigida;Asteraceae
871;sage, prairie;Artemisia;ludoviciana;Asteraceae
1154;wormwood, Roman;Artemisia;pontica;Asteraceae
1095;wormwood, sawtooth;Artemisia;serrata;Asteraceae
872;wormwood, beach;Artemisia;stelleriana;Asteraceae
873;mugwort;Artemisia;vulgaris;Asteraceae
333;feathers, bride's;Aruncus;dioicus;Rosaceae
1145;ginger, Canadian wild;Asarum;canadense;Aristolochiaceae
1146;milkweed, clasping;Asclepias;amplexicaulis;Apocynaceae
1147;milkweed, poke;Asclepias;exaltata;Apocynaceae
1594;milkweed, tall green;Asclepias;hirtella;Apocynaceae
690;milkweed, swamp;Asclepias;incarnata;Apocynaceae
1148;milkweed, side-cluster;Asclepias;lanuginosa;Apocynaceae
1595;milkweed, Mead's;Asclepias;meadii;Apocynaceae
460;milkweed, oval-leaved;Asclepias;ovalifolia;Apocynaceae
1596;milkweed, purple;Asclepias;purpurascens;Apocynaceae
11;milkweed, showy;Asclepias;speciosa;Apocynaceae
1150;milkweed, prairie;Asclepias;sullivantii;Apocynaceae
351;milkweed, common;Asclepias;syriaca;Apocynaceae
1016;milkweed, butterfly;Asclepias;tuberosa;Apocynaceae
716;milkweed, whorled;Asclepias;verticillata;Apocynaceae
717;milkweed, green;Asclepias;viridiflora;Apocynaceae
1591;paw paw, common;Asimina;triloba;Annonaceae
352;asparagus, garden;Asparagus;officinalis;Asparagaceae
256;milkvetch, alpine;Astragalus;alpinus;Fabaceae
683;milkvetch, Canadian;Astragalus;canadensis;Fabaceae
622;milkvetch, cicer;Astragalus;cicer;Fabaceae
510;plum, ground;Astragalus;crassicarpus;Fabaceae
1288;milkvetch, Cooper's;Astragalus;neglectus;Fabaceae
675;silene, Sweet William;Atocion;armeria;Caryophyllaceae
354;orache, garden;Atriplex;hortensis;Chenopodiaceae
355;saltbush, spear;Atriplex;patula;Chenopodiaceae
356;orache, triangle;Atriplex;prostrata;Chenopodiaceae
357;saltweed, tumbling;Atriplex;rosea;Chenopodiaceae
1688;foxglove, large-flower yellow false;Aureolaria;grandiflora;Scrophulariaceae
1538;foxglove, fernleaf yellow false;Aureolaria;pedicularia;Scrophulariaceae
691;waterhyssop, disk;Bacopa;rotundifolia;Plantaginaceae
1646;horehound, black;Ballota;nigra;Lamiaceae
1290;indigo, blue wild;Baptisia;australis;Fabaceae
1289;indigo, white wild;Baptisia;lactea;Fabaceae
1291;indigo, long-bract wild;Baptisia;leucophaea;Fabaceae
1627;horseflyweed;Baptisia;tinctoria;Fabaceae
30;wintercress, American;Barbarea;orthoceras;Brassicaceae
31;wintercress, bitter;Barbarea;vulgaris;Brassicaceae
1669;screwstem, twining;Bartonia;paniculata;Gentianaceae
1317;screwstem, yellow;Bartonia;virginica;Gentianaceae
358;smotherweed, fivehorn;Bassia;hyssopifolia;Chenopodiaceae
285;kochia;Bassia;scoparia;Chenopodiaceae
883;daisy, English;Bellis;perennis;Asteraceae
811;barberry, Japanese;Berberis;thunbergii;Berberidaceae
718;barberry, common;Berberis;vulgaris;Berberidaceae
623;madwort, hoary false;Berteroa;incana;Brassicaceae
359;waterparsnip;Berula;erecta;Apiaceae
1539;coraldrops, Bull's;Besseya;bullii;Plantaginaceae
1220;birch, yellow;Betula;alleghaniensis;Betulaceae
1788;birch, heart-leaved;Betula;cordifolia;Betulaceae
1221;birch, river;Betula;nigra;Betulaceae
257;birch, paper;Betula;papyrifera;Betulaceae
1017;birch, European white;Betula;pendula;Betulaceae
360;birch, swamp;Betula;pumila;Betulaceae
1018;beggarticks, bearded;Bidens;aristosa;Asteraceae
966;beggarticks, aquatic;Bidens;beckii;Asteraceae
884;beggarticks, nodding;Bidens;cernua;Asteraceae
1168;beggarticks, purple-stemmed;Bidens;connata;Asteraceae
1170;beggarticks, small;Bidens;discoidea;Asteraceae
885;beggarticks, devil's;Bidens;frondosa;Asteraceae
1322;beggarticks, hairy;Bidens;pilosa;Asteraceae
1169;beggarticks, crowned;Bidens;trichosperma;Asteraceae
886;beggarticks, three lobe;Bidens;tripartita;Asteraceae
887;beggarticks, big devil's;Bidens;vulgata;Asteraceae
1647;pagoda-plant, downy;Blephilia;ciliata;Lamiaceae
1348;pagoda-plant, hairy;Blephilia;hirsuta;Lamiaceae
1232;sicklepod;Boechera;canadensis;Brassicaceae
1233;rockcress, Short's;Boechera;dentata;Brassicaceae
25;rockcress, spreadingpod;Boechera;grahamii;Brassicaceae
1013;rockcress, smooth;Boechera;laevigata;Brassicaceae
1614;rockcress, green;Boechera;missouriensis;Brassicaceae
26;rockcress, Drummond's;Boechera;stricta;Brassicaceae
1565;nettle, small-spike false;Boehmeria;cylindrica;Urticaceae
888;daisy, white doll's;Boltonia;asteroides;Asteraceae
361;watershield;Brasenia;schreberi;Cabombaceae
362;mustard, India;Brassica;juncea;Brassicaceae
363;mustard, black;Brassica;nigra;Brassicaceae
258;mustard, field;Brassica;rapa;Brassicaceae
890;boneset, false;Brickellia;eupatorioides;Asteraceae
18;gromwell, corn;Buglossoides;arvense;Boraginaceae
1038;rocket, Turkish;Bunias;orientalis;Brassicaceae
719;rush, flowering;Butomus;umbellatus;Butomaceae
364;searocket, American;Cakile;edentula;Brassicaceae
1773;marigold, pot;Calendula;officinalis;Asteraceae
461;arum, water;Calla;palustris;Araceae
1019;poppymallow, light;Callirhoe;alcaeoides;Malvaceae
365;poppymallow, purple;Callirhoe;involucrata;Malvaceae
1711;mallow, clustered poppy;Callirhoe;triangulata;Malvaceae
1799;aster, Chinese;Callistephus;chinensis;Asteraceae
366;water-starwort, northern;Callitriche;hermaphroditica;Plantaginaceae
52;water-starwort, different-leaved;Callitriche;heterophylla;Plantaginaceae
367;water-starwort, winged;Callitriche;marginata;Plantaginaceae
53;water-starwort, spring;Callitriche;palustris;Plantaginaceae
368;water-starwort, pond;Callitriche;stagnalis;Plantaginaceae
1735;water-starwort, terrestrial;Callitriche;terrestris;Plantaginaceae
1054;heather, Scottish;Calluna;vulgaris;Ericaceae
1761;grass-pink, Oklahoma;Calopogon;oklahomensis;Orchidaceae
1402;grass-pink, tuberous;Calopogon;tuberosus;Orchidaceae
1084;marshmarigold, floating;Caltha;natans;Ranunculaceae
369;marshmarigold, yellow;Caltha;palustris;Ranunculaceae
723;sundrops, yellow;Calylophus;serrulatus;Onagraceae
147;orchid, calypso;Calypso;bulbosa;Orchidaceae
624;bindweed, hedge false;Calystegia;sepium;Convolvulaceae
1265;bindweed, low false;Calystegia;spithamea;Convolvulaceae
1702;camas, eastern;Camassia;scilloides;Agavaceae
32;falseflax, little;Camelina;microcarpa;Brassicaceae
370;gold-of-pleasure;Camelina;sativa;Brassicaceae
1242;bellflower, American;Campanula;americana;Campanulaceae
625;bellflower, marsh;Campanula;aparinoides;Campanulaceae
721;Dane's-blood;Campanula;glomerata;Campanulaceae
1500;bellflower, giant;Campanula;latifolia;Campanulaceae
402;bells, peach;Campanula;persicifolia;Campanulaceae
339;bluebell, valley;Campanula;rapunculoides;Campanulaceae
44;bluebells of Scotland;Campanula;rotundifolia;Campanulaceae
1519;bats-in-the-belfry;Campanula;trachelium;Campanulaceae
1020;creeper, trumpet;Campsis;radicans;Bignoniaceae
891;aster, great northern;Canadanthus;modestus;Asteraceae
722;marijuana;Cannabis;sativa;Cannabaceae
33;purse, shepherd's;Capsella;bursa-pastoris;Brassicaceae
720;peashrub, Siberian;Caragana;arborescens;Fabaceae
1236;bittercress, bulbous;Cardamine;bulbosa;Brassicaceae
1237;toothwort, cutleaf;Cardamine;concatenata;Brassicaceae
1490;toothwort, broad-leaved;Cardamine;diphylla;Brassicaceae
1615;bittercress, limestone;Cardamine;douglassii;Brassicaceae
1714;bittercress, wood;Cardamine;flexuosa;Brassicaceae
1800;bittercress, impatiens;Cardamine;impatiens;Brassicaceae
1492;toothwort, large;Cardamine;maxima;Brassicaceae
371;bittercress, sand;Cardamine;parviflora;Brassicaceae
260;bittercress, Pacific;Cardamine;pensylvanica;Brassicaceae
1039;cuckoo-flower;Cardamine;pratensis;Brassicaceae
892;thistle, spiny plumeless;Carduus;acanthoides;Asteraceae
893;thistle, musk;Carduus;nutans;Asteraceae
1224;hornbeam, American;Carpinus;caroliniana;Betulaceae
626;caraway;Carum;carvi;Apiaceae
1342;hickory, bitter nut;Carya;cordiformis;Juglandaceae
1343;hickory, shag-bark;Carya;ovata;Juglandaceae
1635;chestnut, American;Castanea;dentata;Fagaceae
1540;paintbrush, scarlet;Castilleja;coccinea;Orobanchaceae
724;paintedcup, downy;Castilleja;sessiliflora;Orobanchaceae
1226;catalpa, Chinese;Catalpa;ovata;Bignoniaceae
1227;catalpa, northern;Catalpa;speciosa;Bignoniaceae
1217;cohosh, blue;Caulophyllum;thalictroides;Berberidaceae
1474;New Jersey tea;Ceanothus;americanus;Rhamnaceae
725;tea, Jersey;Ceanothus;herbaceus;Rhamnaceae
1620;bittersweed, Asian;Celastrus;orbiculatus;Celastraceae
726;bittersweet, American;Celastrus;scandens;Celastraceae
1275;cock's-comb, silver;Celosia;argentea;Amaranthaceae
812;hackberry, common;Celtis;occidentalis;Cannabaceae
912;thistle, blessed;Centaurea;benedicta;Asteraceae
895;button, bachelor's;Centaurea;cyanus;Asteraceae
897;knapweed, diffuse;Centaurea;diffusa;Asteraceae
898;knapweed, brownray;Centaurea;jacea;Asteraceae
286;knapweed, bighead;Centaurea;macrocephala;Asteraceae
899;thistle, Maltese star;Centaurea;melitensis;Asteraceae
900;cornflower, mountain;Centaurea;montana;Asteraceae
901;knapweed, black;Centaurea;nigra;Asteraceae
902;knapweed, Tyrol;Centaurea;nigrescens;Asteraceae
896;knapweed, meadow;Centaurea;pratensis;Asteraceae
903;knapweed, greater;Centaurea;scabiosa;Asteraceae
904;thistle, yellow star;Centaurea;solstitialis;Asteraceae
894;knapweed, spotted;Centaurea;stoebe;Asteraceae
813;centaury, branched;Centaurium;pulchellum;Gentianaceae
1512;buttonbush, common;Cephalanthus;occidentalis;Rubiaceae
1636;cephalaria, Tartarian;Cephalaria;gigantea;Dipsacaceae
63;cerastium, starry;Cerastium;arvense;Caryophyllaceae
374;chickweed, shortstalk;Cerastium;brachypodium;Caryophyllaceae
261;chickweed, mouse-eared;Cerastium;fontanum;Caryophyllaceae
64;chickweed, nodding;Cerastium;nutans;Caryophyllaceae
1243;chickweed, dwarf;Cerastium;pumilum;Caryophyllaceae
375;chickweed, fivestamen;Cerastium;semidecandrum;Caryophyllaceae
1050;miller, dusty;Cerastium;tomentosum;Caryophyllaceae
1801;chickweed, large mouse-ear;Cerastium;velutinum;Caryophyllaceae
262;hornwort;Ceratophyllum;demersum;Ceratophyllaceae
376;hornwort, spineless;Ceratophyllum;echinatum;Ceratophyllaceae
1087;redbud, eastern;Cercis;canadensis;Fabaceae
1739;quince, Japanese flowering;Chaenomeles;speciosa;Rosaceae
1021;snapdragon, dwarf;Chaenorrhinum;minus;Plantaginaceae
1592;chervil, spreading;Chaerophyllum;procumbens;Apiaceae
1351;lion's-tail;Chaiturus;marrubiastrum;Lamiaceae
1240;sleepingplant;Chamaecrista;fasciculata;Fabaceae
1056;leatherleaf;Chamaedaphne;calyculata;Ericaceae
727;sandmat, Geyer's;Chamaesyce;geyeri;Euphorbiaceae
90;spurge, corrugate-seed;Chamaesyce;glyptosperma;Euphorbiaceae
377;sandmat, spotted;Chamaesyce;maculata;Euphorbiaceae
1286;eyebane;Chamaesyce;nutans;Euphorbiaceae
91;spurge, thymeleaf;Chamaesyce;serpyllifolia;Euphorbiaceae
1638;spurge, hairy;Chamaesyce;vermiculata;Euphorbiaceae
143;fireweed;Chamerion;angustifolium;Onagraceae
814;celantine, greater;Chelidonium;majus;Papaveraceae
1541;turtlehead, white;Chelone;glabra;Scrophulariaceae
1542;turtlehead, red;Chelone;obliqua;Scrophulariaceae
46;lambsquarter;Chenopodium;album;Chenopodiaceae
378;goosefoot, pitseed;Chenopodium;berlandieri;Chenopodiaceae
49;blite, strawberry;Chenopodium;capitatum;Chenopodiaceae
263;goosefoot, leafy;Chenopodium;foliosum;Chenopodiaceae
379;goosefoot, oakleaf;Chenopodium;glaucum;Chenopodiaceae
380;goosefoot, nettleleaf;Chenopodium;murale;Chenopodiaceae
381;goosefoot, manyseed;Chenopodium;polyspermum;Chenopodiaceae
628;goosefoot, desert;Chenopodium;pratericola;Chenopodiaceae
50;goosefoot, red;Chenopodium;rubrum, var. rubrum;Chenopodiaceae
383;goosefoot, mapleleaf;Chenopodium;simplex;Chenopodiaceae
728;goosefoot, Standley's;Chenopodium;standleyanum;Chenopodiaceae
629;goosefoot, late-flowering;Chenopodium;strictum;Chenopodiaceae
384;goosefoot, city;Chenopodium;urbicum;Chenopodiaceae
78;prince's-pine, common;Chimaphila;umbellata;Ericaceae
1526;saxifrage, American golden;Chrysosplenium;americanum;Saxifragaceae
905;chicory;Cichorium;intybus;Asteraceae
630;hemlock, bulblet-bearing water;Cicuta;bulbifera;Apiaceae
729;hemlock, spotted water;Cicuta;maculata;Apiaceae
142;nightshade, enchanter's;Circaea;alpina;Onagraceae
815;nightshade, broadleaf enchanter's;Circaea;canadensis;Onagraceae
1175;thistle, tall;Cirsium;altissimum;Asteraceae
906;thistle, Canada;Cirsium;arvense;Asteraceae
907;thistle, prairie;Cirsium;canescens;Asteraceae
1176;thistle, field;Cirsium;discolor;Asteraceae
909;thistle, Flodman's;Cirsium;flodmanii;Asteraceae
1177;thistle, Hill's;Cirsium;hillii;Asteraceae
1178;thistle, swamp;Cirsium;muticum;Asteraceae
527;thistle, marsh;Cirsium;palustre;Asteraceae
1353;thistle, dune;Cirsium;pitcheri;Asteraceae
910;thistle, wavy-leaved;Cirsium;undulatum;Asteraceae
911;thistle, bull;Cirsium;vulgare;Asteraceae
1774;watermelon;Citrullus;lanatus;Cucurbitaceae
1447;springbeauty, Carolina;Claytonia;caroliniana;Montiaceae
1448;springbeauty, Virginia;Claytonia;virginica;Montiaceae
631;virginsbower, western blue;Clematis;occidentalis;Ranunculaceae
1466;darning-needles, devil's;Clematis;virginiana;Ranunculaceae
617;thyme, basil;Clinopodium;acinos;Lamiaceae
1357;basil, limestone wild;Clinopodium;arkansanum;Lamiaceae
1023;basil, wild;Clinopodium;vulgare;Lamiaceae
1368;bluebeadlily, yellow;Clintonia;borealis;Liliaceae
632;orchid, longbract frog;Coeloglossum;viride;Orchidaceae
1689;blue-eyed-Mary, spring;Collinsia;verna;Plantaginaceae
1695;horsebalm, Canada;Collinsonia;canadensis;Lamiaceae
169;collomia, narrow-leaf;Collomia;linearis;Polemoniaceae
220;toadflax, bastard;Comandra;umbellata;Comandraceae
324;cinquefoil, purple;Comarum;palustre;Rosaceae
1263;dayflower, Asiatic;Commelina;communis;Commelinaceae
1025;dayflower, whitemouth;Commelina;erecta;Commelinaceae
1387;sweetfern;Comptonia;peregrina;Myricaceae
386;hemlockparsley, Pacific;Conioselinum;gmelinii;Apiaceae
387;hemlock, poison;Conium;maculatum;Apiaceae
1658;cancer-root, American;Conopholis;americana;Orobanchaceae
264;hare's-ear;Conringia;orientalis;Brassicaceae
388;knight's-spur, doubtful;Consolida;ajacis;Ranunculaceae
1708;lily-of-the-valley;Convallaria;majalis;Liliaceae
54;morning-glory, field;Convolvulus;arvensis;Convolvulaceae
913;horseweed;Conyza;canadensis;Asteraceae
1179;horseweed, dwarf;Conyza;ramosissima;Asteraceae
389;goldthread, threeleaf;Coptis;trifolia;Ranunculaceae
148;coralroot, spotted;Corallorhiza;maculata;Orchidaceae
1403;coralroot, autumn;Corallorhiza;odontorhiza;Orchidaceae
149;coralroot, striped;Corallorhiza;striata;Orchidaceae
150;coralroot, yellow;Corallorhiza;trifida;Orchidaceae
1601;tickseed, large-flowered;Coreopsis;grandiflora;Asteraceae
1026;tickseed, lanceleaf;Coreopsis;lanceolata;Asteraceae
1180;tickseed, stiff;Coreopsis;palmata;Asteraceae
914;tickseed, Atkinson's;Coreopsis;tinctoria;Asteraceae
1602;tickseed, tall;Coreopsis;tripteris;Asteraceae
390;bugseed, common;Corispermum;americanum;Chenopodiaceae
1770;tickseed, Siberian;Corispermum;pallasii;Chenopodiaceae
730;bugseed, oriental;Corispermum;villosum;Chenopodiaceae
1267;dogwood, alternate-leafed;Cornus;alternifolia;Cornaceae
1268;dogwood, pale;Cornus;amomum;Cornaceae
55;bunchberry;Cornus;canadensis;Cornaceae
1623;dogwood, rough leaf;Cornus;drummondii;Cornaceae
1269;dogwood, gray;Cornus;foemina, ssp. racemosa;Cornaceae
1270;dogwood, round leaf;Cornus;rugosa;Cornaceae
56;dogwood, red osier;Cornus;sericea;Cornaceae
391;crownvetch, purple;Coronilla;varia;Fabaceae
113;corydalis, golden;Corydalis;aurea;Papaveraceae
1315;fumewort, small flower;Corydalis;micrantha;Papaveraceae
462;corydalis, pink;Corydalis;sempervirens;Papaveraceae
1225;hazelnut, American;Corylus;americana;Betulaceae
14;filbert;Corylus;cornuta;Betulaceae
1024;cosmos, garden;Cosmos;bipinnatus;Asteraceae
861;chamomile;Cota;tinctoria;Asteraceae
1802;cotoneaster, spreading;Cotoneaster;divaricatus;Rosaceae
1808;hawthorn, Dunbar's;Crataegus;beata;Rosaceae
1809;hawthorn, Brainerd;Crataegus;brainerdii;Rosaceae
1483;hawthorn, pear;Crataegus;calpodendron;Rosaceae
393;hawthorn, fireberry;Crataegus;chrysocarpa;Rosaceae
1486;hawthorn, scarlet;Crataegus;coccinea;Rosaceae
1765;hawthorn, Kansas;Crataegus;coccinioides;Rosaceae
1674;hawthorn, cockspur;Crataegus;crus-galli;Rosaceae
195;hawthorn, black;Crataegus;douglasii;Rosaceae
1484;hawthorn, fanleaf;Crataegus;flabellata;Rosaceae
1810;hawthorn, large-flowered;Crataegus;formosa;Rosaceae
1741;hawthorn, Biltmore;Crataegus;intricata;Rosaceae
1816;hawthorn, Laurentian;Crataegus;laurentiana;Rosaceae
1789;hawthorn, large-thorned;Crataegus;macracantha;Rosaceae
1791;hawthorn, eastern;Crataegus;macrosperma;Rosaceae
1485;hawthorn, downy;Crataegus;mollis;Rosaceae
394;hawthorn, oneseed;Crataegus;monogyna;Rosaceae
1811;hawthorn, plumleaf;Crataegus;persimilis;Rosaceae
1812;hawthorne, poplar;Crataegus;populnea;Rosaceae
1813;hawthorne, Illinois;Crataegus;prona;Rosaceae
1677;hawthorn, waxy fruit;Crataegus;pruinosa;Rosaceae
1487;hawthorn, dotted;Crataegus;punctata;Rosaceae
1488;hawthorn, rough;Crataegus;scabrida;Rosaceae
1814;hawthorn, Schuettei's;Crataegus;schuettei;Rosaceae
1815;hawthorn, stolon-bearing;Crataegus;stolonifera;Rosaceae
1790;hawthorn, Quebec;Crataegus;submollis;Rosaceae
731;hawthorn, fleshy;Crataegus;succulenta;Rosaceae
915;hawksbeard, smooth;Crepis;capillaris;Asteraceae
1803;hawksbeard, stinking;Crepis;foetida;Asteraceae
916;hawksbeard, smallflower;Crepis;pulchra;Asteraceae
917;hawksbeard, bristly;Crepis;setosa;Asteraceae
918;hawksbeard, narrowleaf;Crepis;tectorum;Asteraceae
826;frostweed, hoary;Crocanthemum;bicknellii;Cistaceae
1257;frostweed, long branch;Crocanthemum;canadense;Cistaceae
1292;rattlebox, arrowhead;Crotalaria;sagittalis;Fabaceae
1149;vente-conmingo;Croton;glandulosus;Euphorbiaceae
1626;tea, prairie;Croton;monanthogynus;Euphorbiaceae
816;croton, Texas;Croton;texensis;Euphorbiaceae
1124;honewort, Canadian;Cryptotaenia;canadensis;Apiaceae
1775;canteloupe;Cucumis;melo;Cucurbitaceae
817;gourd, Missouri;Cucurbita;foetidissima;Cucurbitaceae
395;dodder, buttonbush;Cuscuta;cephalanthi;Convolvulaceae
732;dodder, hazel;Cuscuta;coryli;Cuscutaceae
1027;dodder, cusp;Cuscuta;cuspidata;Cuscutaceae
1273;dodder, rope;Cuscuta;glomerata;Cuscutaceae
396;scaldweed;Cuscuta;gronovii;Cuscutaceae
266;dodder, field;Cuscuta;pentagona;Convolvulaceae
1274;dodder, smartweed;Cuscuta;polygonorum;Cuscutaceae
949;sumpweed, giant;Cyclachaena;xanthiifolia;Asteraceae
733;pigweed, winged;Cycloloma;atriplicifolium;Chenopodiaceae
1151;swallowwort, black;Cynanchum;louiseae;Apocynaceae
1804;houndstongue, Chinese;Cynoglossum;amabile;Boraginaceae
16;houndstongue, common;Cynoglossum;officinale;Boraginaceae
509;houndstongue, northern;Cynoglossum;virginianum;Boraginaceae
1404;ladyslipper, pink;Cypripedium;acaule;Orchidaceae
1405;ladyslipper, ram head;Cypripedium;arietinum;Orchidaceae
1406;ladyslipper, small white;Cypripedium;candidum;Orchidaceae
397;ladyslipper, lesser yellow;Cypripedium;parviflorum;Orchidaceae
1407;ladyslipper, showy;Cypripedium;reginae;Orchidaceae
734;prairie-clover, slender white;Dalea;candida;Fabaceae
735;prairie-clover, purple;Dalea;purpurea;Fabaceae
736;prairie-clover, silky;Dalea;villosa;Fabaceae
1805;paradise-plant;Daphne;mezereum;Thymelaeaceae
201;cinquefoil, shrubby;Dasiphora;fruticosa;Rosaceae
1690;foxglove, mullein;Dasistoma;macrophylla;Scrophulariaceae
398;jumsonweed;Datura;stramonium;Solanaceae
818;thornapple, sacred;Datura;wrightii;Solanaceae
5;lace, Queen Anne's;Daucus;carota;Apiaceae
1382;loosestrife, swamp;Decodon;verticillatus;Lythraceae
1028;larkspur, Carolina;Delphinium;carolinianum;Ranunculaceae
1806;larkspur, candle;Delphinium;elatum;Ranunculaceae
35;tansymustard, pinnate;Descurainia;pinnata;Brassicaceae
36;tansymustard, flixweed;Descurainia;sophia;Brassicaceae
1029;bundleflower, prairie;Desmanthus;illinoensis;Fabaceae
1293;ticktrefoil, showy;Desmodium;canadense;Fabaceae
1629;ticktrefoil, hoary;Desmodium;canescens;Fabaceae
