ItemID;CommonName;Genus;Species;Family
1393;gayfeather, dense;Liatris;spicata;Asteraceae
1071;privet, common;Ligustrum;vulgare;Oleaceae
1371;tigerlily, lance-leaf;Lilium;lancifolium;Liliaceae
1372;lily, Michigan;Lilium;michiganense;Liliaceae
463;lily, wood;Lilium;philadelphicum;Liliaceae
227;toadflax, Dalmatian;Linaria;dalmatica;Plantaginaceae
228;butter-and-eggs;Linaria;vulgaris;Plantaginaceae
454;pimpernel, moistbank;Lindernia;dubia;Plantaginaceae
57;twinflower;Linnaea;borealis;Linnaeaceae
138;flax, wild blue;Linum;lewisii;Linaceae
1755;flax, sucker;Linum;medium;Linaceae
756;flax, stiffstem;Linum;rigidum;Linaceae
1381;flax, grooved yellow;Linum;sulcatum;Linaceae
455;flax, common;Linum;usitatissimum;Linaceae
1411;orchid, brown widelip;Liparis;liliifolia;Orchidaceae
650;orchid, yellow widelip;Liparis;loeselii;Orchidaceae
1412;twayblade, auricled;Listera;auriculata;Orchidaceae
152;twayblade, broadlipped;Listera;convallarioides;Orchidaceae
153;twayblade, heartleaf;Listera;cordata;Orchidaceae
1229;puccoon, hairy;Lithospermum;canescens;Boraginaceae
755;puccoon, hairy;Lithospermum;caroliniense;Boraginaceae
464;gromwell, yellow;Lithospermum;incisum;Boraginaceae
1230;gromwell, American;Lithospermum;latifolium;Boraginaceae
1481;gromwell, European;Lithospermum;officinale;Boraginaceae
1427;shoreweed, American;Littorella;uniflora;Plantaginaceae
1045;cardinalflower;Lobelia;cardinalis;Campanulaceae
651;cardinalflower, Dortmann's;Lobelia;dortmanna;Campanulaceae
456;lobellia, edging;Lobelia;erinus;Campanulaceae
1047;tobacco, Indian;Lobelia;inflata;Campanulaceae
652;lobelia, Ontario;Lobelia;kalmii;Campanulaceae
832;lobelia, great blue;Lobelia;siphilitica;Campanulaceae
758;lobelia, palespike;Lobelia;spicata;Campanulaceae
457;lobularia, seaside;Lobularia;maritima;Brassicaceae
830;honeysuckle, whitebell;Lonicera;bella X;Caprifoliaceae
1245;honeysuckle, American fly;Lonicera;canadensis;Caprifoliaceae
465;honeysuckle, red;Lonicera;dioica;Caprifoliaceae
1246;honeysuckle, hairy;Lonicera;hirsuta;Caprifoliaceae
58;twinberry, black;Lonicera;involucrata;Caprifoliaceae
1115;honeysuckle, Japanese;Lonicera;japonica;Caprifoliaceae
1580;honeysuckle, amur;Lonicera;maackii;Caprifoliaceae
831;honeysuckle, Morrow's;Lonicera;morrowii;Caprifoliaceae
1247;honeysuckle, swamp fly;Lonicera;oblongifolia;Caprifoliaceae
1248;honeysuckle, grape;Lonicera;reticulata;Caprifoliaceae
759;honeysuckle, Tatarian;Lonicera;tatarica;Caprifoliaceae
1249;honeysuckle, mountain fly;Lonicera;villosa;Caprifoliaceae
458;honeysuckle, dwarf;Lonicera;xylosteum;Caprifoliaceae
757;deervetch, birdfoot;Lotus;corniculatus;Fabaceae
1656;seedbox;Ludwigia;alternifolia;Onagraceae
459;seedbox, marsh;Ludwigia;palustris;Onagraceae
698;primrosewillow, manyfruit;Ludwigia;polycarpa;Onagraceae
1302;lupine, sundial;Lupinus;perennis;Fabaceae
95;lupine, big leaf;Lupinus;polyphyllus;Fabaceae
467;matrimonyvine;Lycium;barbarum;Solanaceae
468;waterhorehound, American;Lycopus;americanus;Lamiaceae
469;bugleweed, rough;Lycopus;asper;Lamiaceae
1068;horehound, European;Lycopus;europaeus;Lamiaceae
289;bugleweed;Lycopus;uniflorus;Lamiaceae
1352;waterhorehound, Virginia;Lycopus;virginicus;Lamiaceae
961;skeletonplant, rush;Lygodesmia;juncea;Asteraceae
343;pimpernel, scarlet;Lysimachia;arvensis;Myrsinaceae
470;loosestrife, fringed;Lysimachia;ciliata;Myrsinaceae
1667;loosestrife, goose-necked yellow;Lysimachia;clethroides;Myrsinaceae
471;loosestrife, lowland yellow;Lysimachia;hybrida;Myrsinaceae
1668;loosestrife, lance leaf yellow;Lysimachia;lanceolata;Myrsinaceae
472;jenny, creeping;Lysimachia;nummularia;Myrsinaceae
473;loosestrife, large yellow;Lysimachia;punctata;Myrsinaceae
1457;loosestrife, four-flower yellow;Lysimachia;quadriflora;Myrsinaceae
1820;loosestrife, whorled yellow;Lysimachia;quadrifolia;Myrsinaceae
474;loosestrife, earth;Lysimachia;terrestris;Myrsinaceae
475;loosestrife, tufted;Lysimachia;thyrsiflora;Myrsinaceae
1048;loosestrife, garden yellow;Lysimachia;vulgaris;Myrsinaceae
518;loosestrife, winged;Lythrum;alatum;Lythraceae
476;loosestrife, hyssop;Lythrum;hyssopifolium;Lythraceae
290;loosestrife, purple;Lythrum;salicaria;Lythraceae
291;orange, Osage;Maclura;pomifera;Moraceae
962;tarweed, cluster;Madia;glomerata;Asteraceae
963;tarweed, coast;Madia;sativa;Asteraceae
466;lily-of-the-valley, wild;Maianthemum;canadense;Ruscaceae
131;Solomon's seal, feather;Maianthemum;racemosum;Ruscaceae
132;Solomon's seal, starry false;Maianthemum;stellatum;Ruscaceae
321;Solomon's seal, three-leaved;Maianthemum;trifolium;Ruscaceae
1049;orchid, white adder's mouth;Malaxis;monophyllos, ssp. brachypoda;Orchidaceae
1413;orchid, green adder's mouth;Malaxis;unifolia;Orchidaceae
1821;Virginia-stock;Malcolmia;maritima;Brassicaceae
833;crabapple, sweet;Malus;coronaria;Rosaceae
1495;crabapple, prairie;Malus;ioensis;Rosaceae
200;apple, common;Malus;pumila;Rosaceae
1743;crabapple, Toringo;Malus;sieboldii;Rosaceae
1712;mallow, vervain;Malva;alcea;Malvaceae
477;mallow, musk;Malva;moschata;Malvaceae
139;mallow, dwarf;Malva;neglecta;Malvaceae
834;mallow, roundleaf;Malva;rotundifolia;Malvaceae
478;mallow, high;Malva;sylvestris;Malvaceae
835;mallow, cluster;Malva;verticillata;Malvaceae
124;horehound, common;Marrubium;vulgare;Lamiaceae
1004;mayweed, scentless;Matricaria;chamomilla;Asteraceae
964;pineapple weed;Matricaria;discoidea;Asteraceae
965;chamomile, wild;Matricaria;recutita;Asteraceae
479;mazus, Japanese;Mazus;pumilus;Phrymaceae
1709;cucumber-root, Indian;Medeola;virginiana;Liliaceae
96;medic, black;Medicago;lupulina;Fabaceae
29;alfalfa;Medicago;sativa;Fabaceae
654;cowwheat, narrowleaf;Melampyrum;lineare;Orobanchaceae
1822;sweetclover, tall yellow;Melilotus;altissimus;Fabaceae
480;sweetclover, annual yellow;Melilotus;indicus;Fabaceae
97;sweetclover, common;Melilotus;officinalis;Fabaceae
1384;moonseed, Canada;Menispermum;canadense;Menispermaceae
126;balm, lemon;Mentha;aquatica;Lamiaceae
125;mint, field;Mentha;arvensis;Lamiaceae
482;peppermint;Mentha;piperita X;Lamiaceae
483;mint, apple-scented;Mentha;rotundifolia X;Lamiaceae
127;spearmint;Mentha;spicata;Lamiaceae
1778;mint, apple;Mentha;suaveolens;Lamiaceae
484;mint, hairy;Mentha;villosa X;Lamiaceae
140;buckbean;Menyanthes;trifoliata;Menyanthaceae
19;bluebells, tall;Mertensia;paniculata;Boraginaceae
1231;bluebells, Virginia;Mertensia;virginica;Boraginaceae
1530;saxifrage, eastern swamp;Micranthes;pensylvanica;Saxifragaceae
1634;mimosa, Nuttall's;Mimosa;quadrivalvis;Fabaceae
761;monkeyflower, roundleaf;Mimulus;glabratus;Phrymaceae
699;monkeyflower, ringen;Mimulus;ringens;Phrymaceae
837;stitchwort, rock;Minuartia;dawsonensis;Caryophyllaceae
485;stitchwort, Michaux's;Minuartia;michauxii;Caryophyllaceae
1053;four-o'clock, white;Mirabilis;albida;Nyctaginaceae
700;four-o'clock, heartleaf;Mirabilis;nyctaginea;Nyctaginaceae
1516;partridge-berry;Mitchella;repens;Rubiaceae
1527;miterwort, two-leaf;Mitella;diphylla;Saxifragaceae
655;miterwort, naked;Mitella;nuda;Saxifragaceae
255;sandwort, blunt-leaf;Moehringia;lateriflora;Caryophyllaceae
61;sandwort, bigleaf;Moehringia;macrophylla;Caryophyllaceae
292;carpetweed;Mollugo;verticillata;Molluginaceae
486;shellflower;Moluccella;laevis;Lamiaceae
487;beebalm, scarlet;Monarda;didyma;Lamiaceae
701;beebalm, wildbergamot;Monarda;fistulosa;Lamiaceae
1354;beebalm, spotted;Monarda;punctata;Lamiaceae
87;woodnymph;Moneses;uniflora;Ericaceae
80;pipe, Indian;Monotropa;uniflora;Ericaceae
293;mulberry;Morus;alba;Moraceae
1386;mulberry, red;Morus;rubra;Moraceae
1130;grapehyacinth, common;Muscari;botryoides;Liliaceae
1754;grapehyacinth, starch;Muscari;neglectum;Liliaceae
294;forget-me-not, field;Myosotis;arvensis;Boraginaceae
20;forget-me-not, yellow and blue;Myosotis;discolor;Boraginaceae
656;forget-me-not, woodland;Myosotis;latifolia;Boraginaceae
295;forget-me-not, small-flowered;Myosotis;laxa;Boraginaceae
22;forget-me-not, common;Myosotis;scorpioides;Boraginaceae
21;scorpion-grass, blue;Myosotis;stricta;Boraginaceae
488;forget-me-not, spring;Myosotis;verna;Boraginaceae
1052;chickweed, giant;Myosoton;aquaticum;Caryophyllaceae
182;mousetail, least;Myosurus;minimus;Ranunculaceae
331;sweetgale;Myrica;gale;Myricaceae
1331;watermilfoil, alternate flower;Myriophyllum;alterniflorum;Haloragaceae
272;watermilfoil, Farwell's;Myriophyllum;farwellii;Haloragaceae
1332;watermilfoil, two leaf;Myriophyllum;heterophyllum;Haloragaceae
1671;water-milfoil;Myriophyllum;humile;Haloragaceae
337;watermilfoil, spiked;Myriophyllum;sibiricum;Haloragaceae
1065;watermilfoil, Eurasian;Myriophyllum;spicatum;Haloragaceae
1333;watermilfoil, slender;Myriophyllum;tenellum;Haloragaceae
489;watermilfoil, whorlleaf;Myriophyllum;verticillatum;Haloragaceae
490;waternymph, nodding;Najas;flexilis;Najadaceae
1388;waternymph, slender;Najas;gracillima;Najadaceae
491;waternymph, southern;Najas;guadalupensis;Najadaceae
1133;watermaid, spiny;Najas;marina;Najadaceae
1823;watermaid, brittle;Najas;minor;Najadaceae
1383;mallow, glade;Napaea;dioica;Malvaceae
1046;watercress, one-rowed;Nasturtium;microphylla;Brassicaceae
40;watercress;Nasturtium;officinale;Brassicaceae
1389;waterlily, American;Nelumbo;lutea;Nelumbonaceae
128;catnip;Nepeta;cataria;Lamiaceae
838;catmint;Nepeta;racemosa;Lamiaceae
657;ballmustard;Neslia;paniculata;Brassicaceae
702;apple-of-Peru;Nicandra;physalodes;Solanaceae
1762;tobacco, Aztec;Nicotiana;rustica;Solanaceae
967;microseris, sharppoint;Nothocalais;cuspidata;Asteraceae
1760;pond-lily, spatter dock;Nuphar;advena;Nymphaeaceae
1390;lily, Indian pond;Nuphar;microphylla;Nymphaeaceae
191;lily, Indian pond;Nuphar;variegata;Nymphaeaceae
492;toadflax, Canada;Nuttallanthus;canadensis;Plantaginaceae
493;waterlily, American white;Nymphaea;odorata;Nymphaeaceae
1713;gum, black;Nyssa;sylvatica;Cornaceae
1751;odontites, red;Odontites;verna;Scrophulariaceae
494;parsley, water;Oenanthe;sarmentosa;Apiaceae
336;primrose, common evening;Oenothera;biennis;Onagraceae
1396;primrose, lesser four-point evening;Oenothera;clelandii;Onagraceae
276;gaura, small-flowered;Oenothera;curtiflora;Onagraceae
1036;beeblossom, long flower;Oenothera;filiformis;Onagraceae
1824;beeblossom, biennial;Oenothera;gaura;Onagraceae
495;primrose, red sepal evening;Oenothera;glazioviana;Onagraceae
839;primrose, cutleaf evening;Oenothera;laciniata;Onagraceae
762;primrose, Nuttall's evening;Oenothera;nuttallii;Onagraceae
1397;primrose, Oakes' evening;Oenothera;oakesiana;Onagraceae
1398;primrose, northern evening;Oenothera;parviflora;Onagraceae
763;primrose, small evening;Oenothera;perennis;Onagraceae
1657;sundrops, prairie;Oenothera;pilosella;Onagraceae
1399;primrose, greater four-point evening;Oenothera;rhombipetala;Onagraceae
640;beeblossom, scarlet;Oenothera;suffrutescens;Onagraceae
541;primrose, hairy evening;Oenothera;villosa;Onagraceae
692;cudweed, woodland;Omalotheca;sylvaticum;Asteraceae
98;holyclover;Onobrychis;viciifolia;Fabaceae
970;cottonthistle;Onopordum;acanthium;Asteraceae
764;onosmodium, smooth;Onosmodium;molle;Boraginaceae
496;pricklypear, brittle;Opuntia;fragilis;Cactaceae
765;pricklypear, eastern;Opuntia;humifusa;Cactaceae
703;pricklypear, twistspine;Opuntia;macrorhiza;Cactaceae
497;marjoram, wild;Origanum;vulgare;Lamiaceae
498;sleepydick;Ornithogalum;umbellatum;Liliaceae
155;broomrape, clustered;Orobanche;fasciculata;Orobanchaceae
296;broomrape, Sukdorf's;Orobanche;ludoviciana;Orobanchaceae
156;broomrape, one-flowered;Orobanche;uniflora;Orobanchaceae
86;pyrola, sidebells;Orthilia;secunda;Ericaceae
8;sweet-cicely, mountain;Osmorhiza;berteroi;Apiaceae
1127;sweet-cicely, hairy;Osmorhiza;claytonii;Apiaceae
766;sweetroot, longstyle;Osmorhiza;longistylis;Apiaceae
840;hophornbeam, eastern;Ostrya;virginiana;Betulaceae
1425;sleeping-beauty;Oxalis;acetosella;Oxalidaceae
501;woodsorrel, creeping;Oxalis;corniculata;Oxalidaceae
502;oxalis, Dillen's;Oxalis;dillenii;Oxalidaceae
658;oxalis, common yellow;Oxalis;stricta;Oxalidaceae
503;woodsorrel, violet;Oxalis;violacea;Oxalidaceae
1128;cowbane, stiff;Oxypolis;rigidior;Apiaceae
99;crazyweed, slender;Oxytropis;campestris;Fabaceae
1825;spurge, Japanese;Pachysandra;terminalis;Buxaceae
1207;groundsel, golden;Packera;aurea;Asteraceae
977;groundsel, plain;Packera;indecora;Asteraceae
978;butterweed, showy;Packera;paupercula;Asteraceae
979;butterweed, plains;Packera;plattensis;Asteraceae
980;butterweed, streambank;Packera;pseudaurea;Asteraceae
1143;ginseng, American;Panax;quinquefolius;Araliaceae
1144;ginseng, dwarf;Panax;trifolius;Araliaceae
420;poppy, oriental;Papaver;orientale;Papaveraceae
504;poppy, corn;Papaver;rhoeas;Papaveraceae
505;poppy, opium;Papaver;somniferum;Papaveraceae
247;pellitory;Parietaria;pensylvanica;Urticaceae
1528;grass-of-Parnassas, fen;Parnassia;glauca;Parnassiaceae
481;grass-of-Parnassus, northern;Parnassia;palustris;Parnassiaceae
704;grass-of-Parnassus, smallflower;Parnassia;parviflora;Parnassiaceae
1253;nailwort, smooth forked;Paronychia;canadensis;Caryophyllaceae
1254;nailwort, hairy forked;Paronychia;fastigiata;Caryophyllaceae
1201;quinine, wild;Parthenium;integrifolium;Asteraceae
1058;creeper, Virginia;Parthenocissus;quinquefolia;Vitaceae
1578;ivy, Boston;Parthenocissus;tricuspidata;Vitaceae
767;woodbine;Parthenocissus;vitacea;Vitaceae
506;parsnip, wild;Pastinaca;sativa;Apiaceae
1059;lousewort, Canadian;Pedicularis;canadensis;Orobanchaceae
1547;lousewort, swamp;Pedicularis;lanceolata;Orobanchaceae
768;scurfpea, silverleaf;Pediomelum;argophyllum;Fabaceae
769;scurfpea, breadroot;Pediomelum;esculentum;Fabaceae
1140;arrow-arum, green;Peltandra;virginica;Araceae
1548;beardtongue, foxglove;Penstemon;digitalis;Plantaginaceae
770;penstemon, lilac;Penstemon;gracilis;Plantaginaceae
841;beardtongue, large;Penstemon;grandiflorus;Plantaginaceae
1753;beardtongue, hairy;Penstemon;hirsutus;Plantaginaceae
1549;beardtongue, pale;Penstemon;pallidus;Plantaginaceae
1692;beardtongue, white wand;Penstemon;tubaeflorus;Plantaginaceae
1529;stonecrop, ditch;Penthorum;sedoides;Saxifragaceae
1355;beefsteakplant;Perilla;frutescens;Lamiaceae
385;beeplant, Rocky Mountain;Peritoma;serrulata;Cleomaceae
160;smartweed, water;Persicaria;amphibia;Polygonaceae
1438;tearthumb, halbard-leaf;Persicaria;arifolia;Polygonaceae
1439;smartweed, Carey's;Persicaria;careyi;Polygonaceae
299;knotweed, marshpepper;Persicaria;hydropiper;Polygonaceae
522;smartweed, swamp;Persicaria;hydropiperoides;Polygonaceae
300;willow-weed;Persicaria;lapathifolia;Polygonaceae
523;ladysthumb, spotted;Persicaria;maculosa;Polygonaceae
1731;kiss-me-over-the-garden-gate;Persicaria;orientalis;Polygonaceae
777;smartweed, Pennsylvania;Persicaria;pensylvanica;Polygonaceae
524;smartweed, dotted;Persicaria;punctata;Polygonaceae
1063;tearthumb, arrowleaf;Persicaria;sagittata;Polygonaceae
1442;jumpseed;Persicaria;virginiana;Polygonaceae
971;coltsfoot, arctic sweet;Petasites;frigidus;Asteraceae
705;pink, saxifrage;Petrorhagia;saxifraga;Caryophyllaceae
1826;petunia, large white;Petunia;axillaris;Solanaceae
1827;petunia, violet flower;Petunia;integrifolia;Solanaceae
1675;phacelia, distant;Phacelia;distans;Boraginaceae
1449;fameflower, prairie;Phemeranthus;rugospermus;Montiaceae
1336;mockorange, sweet;Philadelphus;coronarius;Hydrangeaceae
1662;phlox, cleft;Phlox;bifida;Polemoniaceae
1428;phlox, wild blue;Phlox;divaricata;Polemoniaceae
1730;phlox, smooth;Phlox;glaberrima;Polemoniaceae
1429;phlox, fall;Phlox;paniculata;Polemoniaceae
1430;phlox, downy;Phlox;pilosa;Polemoniaceae
1431;phlox, moss;Phlox;subulata;Polemoniaceae
843;lopseed, American;Phryma;leptostachya;Phrymaceae
1060;frogfruit, lance leaf;Phyla;lanceolata;Verbenaceae
1763;lantern-plant, Chinese;Physalis;alkekengi;Solanaceae
706;groundcherry, clammy;Physalis;heterophylla;Solanaceae
660;groundcherry, prairie;Physalis;hispida;Solanaceae
297;ground-cherry, long-leaved;Physalis;longifolia;Solanaceae
511;ground-cherry, Mexican;Physalis;philadelphica;Solanaceae
512;tomato, strawberry;Physalis;pruinosa;Solanaceae
844;groundcherry, Virginia;Physalis;virginiana;Solanaceae
754;bladderpod, foothill;Physaria;ludoviciana;Brassicaceae
1061;ninebark, common;Physocarpus;opulifolius;Rosaceae
773;obedient-plant;Physostegia;virginiana;Lamiaceae
513;pokeweed, American;Phytolacca;americana;Phytolaccaceae
1721;pokeweed;Phytolacca;icosandra;Phytolaccaceae
1567;clearweed, lesser;Pilea;fontana;Urticaceae
1568;clearweed, Canadian;Pilea;pumila;Urticaceae
661;saxifrage, solidstem burnet;Pimpinella;saxifraga;Apiaceae
298;butterwort, common;Pinguicula;vulgaris;Lentibulariaceae
23;popcornflower, Scouler's;Plagiobothrys;scouleri;Boraginaceae
515;plantain, whorled;Plantago;arenaria;Plantaginaceae
514;plantain, large-bracted;Plantago;aristata;Plantaginaceae
1722;plantain, heart-leaved;Plantago;cordata;Plantaginaceae
177;plantain, English;Plantago;lanceolata;Plantaginaceae
178;plantain, nippleseed;Plantago;major;Plantaginaceae
1073;plantain, hoary;Plantago;media;Plantaginaceae
179;indianwheat, Patagonia;Plantago;patagonica;Plantaginaceae
774;plantain, blackseed;Plantago;rugelii;Plantaginaceae
516;plantain, Virginia;Plantago;virginica;Plantaginaceae
282;orchid, green bog;Platanthera;aquilonius;Orchidaceae
1414;orchid, green woodland;Platanthera;clavellata;Orchidaceae
281;orchid, white bog;Platanthera;dilatata, ssp. dilatata;Orchidaceae
1415;orchid, pale green;Platanthera;flava;Orchidaceae
1416;orchid, Hooker's;Platanthera;hookeri;Orchidaceae
1105;rein orchid, Great Lakes;Platanthera;huronensis;Orchidaceae
1417;orchid, green fringed;Platanthera;lacera;Orchidaceae
1705;orchid, eastern prairie fringed;Platanthera;leucophaea;Orchidaceae
1715;orchid, large round-leaved;Platanthera;macrophylla;Orchidaceae
283;orchid, small northern bog;Platanthera;obtusata;Orchidaceae
662;orchid, large roundleaved;Platanthera;orbiculata;Orchidaceae
1418;orchid, lesser purple fringed;Platanthera;psycodes;Orchidaceae
1660;sycamore, American;Platanus;occidentalis;Platanaceae
1727;knapweed, American;Plectocephalus;americanus;Asteraceae
1734;fleabane, camphor marsh;Pluchea;camphorata;Asteraceae
1219;May-apple;Podophyllum;peltatum;Berberidaceae
1420;orchid, snake mouth;Pogonia;ophioglossoides;Orchidaceae
517;clammyweed, roughseed;Polanisia;dodecandra;Cleomaceae
1062;clammyweed, James';Polanisia;jamesii;Cleomaceae
170;polemonium, western;Polemonium;occidentale;Polemoniaceae
1432;valarian, Greek;Polemonium;reptans;Polemoniaceae
1433;drumheads;Polygala;cruciata;Polygalaceae
1663;milkwort, pink;Polygala;incarnata;Polygalaceae
1434;gaywings;Polygala;paucifolia;Polygalaceae
1435;milkwort, racemed;Polygala;polygama;Polygalaceae
1436;milkwort, purple;Polygala;sanguinea;Polygalaceae
849;snakeroot, Seneca;Polygala;senega;Polygalaceae
850;milkwort, whorled;Polygala;verticillata;Polygalaceae
845;seal, King Solomon's;Polygonatum;biflorum;Liliaceae
1373;seal, hairy Solomon's;Polygonatum;pubescens;Liliaceae
1437;jointweed, coastal;Polygonella;articulata;Polygonaceae
332;knotweed, prostrate;Polygonum;achoreum;Polygonaceae
421;knotweed, sandstar;Polygonum;arenastrum;Polygonaceae
161;knotweed, prostrate;Polygonum;aviculare;Polygonaceae
519;knotweed, box;Polygonum;buxiforme;Polygonaceae
1664;smartweed, creeping;Polygonum;caespitosum;Polygonaceae
162;knotweed, erect;Polygonum;erectum;Polygonaceae
525;knotweed, bushy;Polygonum;ramosissimum;Polygonaceae
1441;knotweed, pleat-leaf;Polygonum;tenue;Polygonaceae
1202;leaf-cup, white flower;Polymnia;canadensis;Asteraceae
1129;prairie-parsley, Nuttall's;Polytaenia;nuttallii;Apiaceae
1446;pickerelweed;Pontederia;cordata;Pontederiaceae
7;cottonwood, silvery;Populus;alba;Salicaceae
1792;poplar, balsam;Populus;balsamifera;Salicaceae
775;cottonwood, eastern;Populus;deltoides;Salicaceae
1518;aspen, big-tooth;Populus;grandidentata;Salicaceae
846;poplar, Jack's;Populus;jackii X;Salicaceae
847;poplar, Lombardy;Populus;nigra;Salicaceae
215;aspen, quaking;Populus;tremuloides;Salicaceae
1666;moss-rose;Portulaca;grandiflora;Portulacaceae
528;hogweed, little;Portulaca;oleracea;Portulacaceae
322;pondweed, northern;Potamogeton;alpinus;Potamogetonaceae
323;pondweed, long-leaved;Potamogeton;amplifolius;Potamogetonaceae
1450;pondweed, snailseed;Potamogeton;bicupulatus;Potamogetonaceae
1733;pondweed, alga;Potamogeton;confervoides;Potamogetonaceae
529;pondweed, curly;Potamogeton;crispus;Potamogetonaceae
530;pondweed, waterthread;Potamogeton;diversifolius;Potamogetonaceae
531;pondweed, ribbonleaf;Potamogeton;epihydrus;Potamogetonaceae
533;pondweed, leafy;Potamogeton;foliosus;Potamogetonaceae
663;pondweed, Fries';Potamogeton;friesii;Potamogetonaceae
534;pondweed, variableleaf;Potamogeton;gramineus;Potamogetonaceae
1738;pondweed, hill's;Potamogeton;hillii;Potamogetonaceae
535;pondweed, Illinois;Potamogeton;illinoensis;Potamogetonaceae
172;pondweed, floatingleaf;Potamogeton;natans;Potamogetonaceae
173;pondweed, long-leaved;Potamogeton;nodosus;Potamogetonaceae
1106;pondweed, Oakes';Potamogeton;oakesianus;Potamogetonaceae
664;pondweed, bluntleaf;Potamogeton;obtusifolius;Potamogetonaceae
1107;pondweed, perfoliate;Potamogeton;perfoliatus;Potamogetonaceae
301;pondweed, long-stalked;Potamogeton;praelongus;Potamogetonaceae
1451;pondweed, small;Potamogeton;pulcher;Potamogetonaceae
537;pondweed, small;Potamogeton;pusillus;Potamogetonaceae
174;pondweed, Richardson's;Potamogeton;richardsonii;Potamogetonaceae
538;pondweed, Robbins';Potamogeton;robbinsii;Potamogetonaceae
1452;pondweed, spiral;Potamogeton;spirillus;Potamogetonaceae
707;pondweed, narrowleaf;Potamogeton;strictifolius;Potamogetonaceae
1453;pondweed, Vasey's;Potamogeton;vaseyi;Potamogetonaceae
540;pondweed, flatstem;Potamogeton;zosteriformis;Potamogetonaceae
350;cinquefoil, silverweed;Potentilla;anserina, ssp. anserina;Rosaceae
665;cinquefoil, silver;Potentilla;argentea;Rosaceae
304;cinquefoil, northwest;Potentilla;gracilis;Rosaceae
1088;cinquefoil, intermediate;Potentilla;intermedia;Rosaceae
303;cinquefoil, Norwegian;Potentilla;norvegica;Rosaceae
202;cinquefoil, erect;Potentilla;recta;Rosaceae
1828;cinquefoil, creeping;Potentilla;reptans;Rosaceae
1491;cinquefoil, oldfield;Potentilla;simplex;Rosaceae
207;burnet, garden;Poterium;sanguisorba;Rosaceae
1203;rattlesnake-root, white;Prenanthes;alba;Asteraceae
1204;rattlesnake-root, rough;Prenanthes;aspera;Asteraceae
1205;rattlesnake-root, nodding;Prenanthes;crepidinea;Asteraceae
972;rattlesnake-root, purple;Prenanthes;racemosa;Asteraceae
1082;primrose, Mistassini;Primula;mistassinica;Primulaceae
1642;mermaidweed, marsh;Proserpinaca;palustris;Haloragaceae
129;selfheal, common;Prunella;vulgaris;Lamiaceae
778;plum, American;Prunus;americana;Rosaceae
1493;plum, Canadian;Prunus;nigra;Rosaceae
499;cherry, pin;Prunus;pensylvanica;Rosaceae
1156;peach;Prunus;persica;Rosaceae
779;cherry, sand;Prunus;pumila;Rosaceae
1494;cherry, black;Prunus;serotina;Rosaceae
1793;cherry, Appalachian dwarf;Prunus;susquehanae;Rosaceae
1585;cherry, Nanking;Prunus;tomentosa;Rosaceae
203;chokecherry, common;Prunus;virginiana;Rosaceae
1392;cudweed, Heller's;Pseudognaphalium;helleri;Asteraceae
973;cudweed, sticky;Pseudognaphalium;macounii;Asteraceae
1829;tobacco, delicate rabbit;Pseudognaphalium;micradenium;Asteraceae
1188;rabbit-tobacco, blunt-leaf;Pseudognaphalium;obtusifolium;Asteraceae
1064;hoptree, common;Ptelea;trifoliata;Rutaceae
81;pinedrops, woodland;Pterospora;andromedea;Ericaceae
1648;mountain-mint, narrowleaf;Pycnanthemum;tenuifolium;Lamiaceae
1356;mountain-mint, Virginia;Pycnanthemum;virginianum;Lamiaceae
82;wintergreen, common;Pyrola;asarifolia;Ericaceae
83;pyrola, green;Pyrola;chlorantha;Ericaceae
84;wintergreen, white;Pyrola;elliptica;Ericaceae
85;pyrola, snowline;Pyrola;minor;Ericaceae
1458;wintergreen, American;Pyrola;rotundifolia;Ericaceae
1305;oak, northern white;Quercus;alba;Fagaceae
1306;oak, swamp white;Quercus;bicolor;Fagaceae
1665;oak, scarlet;Quercus;coccinea;Fagaceae
1307;oak, northern pin;Quercus;ellipsoidalis;Fagaceae
780;oak, bur;Quercus;macrocarpa;Fagaceae
1308;oak, chinkapin;Quercus;muehlenbergii;Fagaceae
1641;oak, pin;Quercus;palustris;Fagaceae
1309;oak, northern red;Quercus;rubra;Fagaceae
1310;oak, black;Quercus;velutina;Fagaceae
667;buttercup, littleleaf;Ranunculus;abortivus;Ranunculaceae
183;buttercup, meadow;Ranunculus;acris;Ranunculaceae
185;buttercup, white water;Ranunculus;aquatilis;Ranunculaceae
186;buttercup, shore;Ranunculus;cymbalaria;Ranunculaceae
1469;buttercup, early;Ranunculus;fascicularis;Ranunculaceae
542;buttercup, yellow water;Ranunculus;flabellaris;Ranunculaceae
187;buttercup, creeping;Ranunculus;flammula;Ranunculaceae
543;buttercup, gmelin's;Ranunculus;gmelinii;Ranunculaceae
1470;buttercup, bristly;Ranunculus;hispidus;Ranunculaceae
1085;buttercup, Lapland;Ranunculus;lapponicus;Ranunculaceae
669;buttercup, Pennsylvania;Ranunculus;pensylvanicus;Ranunculaceae
1471;blisterwort;Ranunculus;recurvatus;Ranunculaceae
188;buttercup, creeping;Ranunculus;repens;Ranunculaceae
781;buttercup, prairie;Ranunculus;rhomboideus;Ranunculaceae
189;buttercup, celeryleaved;Ranunculus;sceleratus;Ranunculaceae
190;buttercup, hornseed;Ranunculus;testiculatus;Ranunculaceae
